subject,run,trial,set_size,probe,response,correct,response_time
006,2,3,3,lure,new,1,0.4884994874999933
006,2,4,7,lure,old,0,0.9669989856000001
006,2,5,3,target,old,1,0.7456992178000093
006,2,6,5,target,old,1,0.8858990706999919
006,2,7,7,lure,new,1,0.799099161699985
006,2,8,5,target,old,1,1.0223989273999905
006,2,9,5,lure,new,1,0.9405990132999875
006,2,10,7,lure,new,1,0.8047991556999818
006,2,11,5,lure,new,1,0.7226992418000009
006,2,12,5,target,old,1,1.0175989324999932
006,2,13,5,target,old,1,0.8584990993999781
006,2,14,7,target,old,1,0.8322991269000113
006,2,15,3,target,old,1,0.8238991357000032
006,2,16,7,lure,new,1,0.744299219200002
006,2,17,3,target,old,1,0.869099088300004
006,2,18,3,target,old,1,0.7196992450000153
006,2,19,3,target,old,1,0.8748990821999882
006,2,20,3,target,old,1,0.7847991767000053
006,2,21,7,target,old,1,0.6834992830000033
006,2,22,7,target,old,1,0.9406990131000157
006,2,23,3,lure,new,1,0.8135991464999961
006,2,24,5,lure,new,1,0.7516992114000232
006,2,25,3,lure,new,1,0.8624990952000644
006,3,1,7,target,old,1,0.8294006328000023
006,3,2,7,lure,new,1,0.9090006934999977
006,3,3,3,lure,new,1,1.4361010956000086
006,3,4,7,target,old,1,0.7107005422000015
006,3,5,5,target,old,1,0.7420005661000033
006,3,6,7,lure,new,1,0.7936006055000178
006,3,7,7,target,old,1,0.7653005839000002
006,3,8,5,lure,new,1,0.7896006024000144
006,3,9,5,target,old,1,0.6680005095999775
006,3,10,7,target,old,1,1.163300887499986
006,3,11,3,lure,new,1,1.046500798400018
006,3,12,5,target,old,1,0.8240006286000039
006,3,13,3,target,old,1,0.8235006282999962
006,3,14,5,lure,new,1,0.6655005078000045
006,3,15,5,lure,new,1,0.9464007219999644
006,3,16,5,lure,new,1,0.7932006051000258
006,3,17,3,target,old,1,0.7953006067999695
006,3,18,3,target,old,1,0.4911003746000233
006,3,19,3,lure,new,1,0.7319005583999569
006,3,20,7,target,old,1,0.9152006982000103
006,3,21,3,target,old,1,0.5073003870999742
006,3,22,3,lure,new,1,1.0780008223999857
006,3,23,5,target,new,0,0.7014005350999923
006,3,24,7,target,old,1,0.6735005137999224
006,3,25,7,target,old,1,0.78970060249992
006,4,1,3,target,old,1,1.7317902557000018
006,4,2,5,target,old,1,0.6571963020999974
006,4,3,7,lure,new,1,0.6203965091999919
006,4,4,5,target,old,1,0.7658956905999901
006,4,5,5,lure,new,1,0.8062954632000014
006,4,6,3,lure,new,1,0.5937966589000041
006,4,7,7,target,old,1,1.1193937015000017
006,4,8,7,lure,new,1,0.7396958379000012
006,4,9,5,lure,new,1,0.7851955820000001
006,4,10,7,target,old,1,0.5063971506999962
006,4,11,5,lure,new,1,0.5466969238999866
006,4,12,7,lure,new,1,0.657196302099976
006,4,13,3,target,old,1,0.7648956961999716
006,4,14,3,lure,new,1,0.6252964816000031
006,4,15,5,lure,new,1,0.8820950367000364
006,4,16,5,target,new,0,2.8328840602000014
006,4,17,5,lure,new,1,0.8124954282999965
006,4,18,7,lure,new,1,0.7218959381000332
006,4,19,7,lure,new,1,0.7242959246000282
006,4,20,5,target,old,1,1.0550940633000323
006,4,21,7,target,old,1,0.600296622299993
006,4,22,3,target,old,1,0.9544946292999725
006,4,23,3,lure,new,1,0.7253959184999985
006,4,24,3,lure,new,1,0.7554957490999641
006,4,25,3,lure,new,1,0.6167965294000624
007,1,1,5,target,old,1,1.0803979392999992
007,1,2,7,lure,new,1,0.8823983170000034
007,1,3,3,target,old,1,0.7791985137999973
007,1,4,7,lure,new,1,0.8520983747000059
007,1,5,3,target,old,1,0.9012982808999936
007,1,6,5,target,old,1,0.8127984496999829
007,1,7,7,target,old,1,0.9123982597999998
007,1,8,3,target,old,1,0.9247982361000027
007,1,9,3,target,old,1,0.44729914680002025
007,1,10,5,lure,new,1,0.771598528200002
007,1,11,3,target,old,1,0.7454985781000119
007,1,12,5,target,old,1,0.7260986150000122
007,1,13,7,lure,new,1,1.0020980886000075
007,1,14,5,target,old,1,1.1270978502000162
007,1,15,3,target,old,1,0.8635983528000111
007,1,16,5,target,old,1,0.666398728899992
007,1,17,5,lure,new,1,2.6877948734999677
007,1,18,7,target,old,1,0.8527983733999918
007,1,19,5,target,old,1,0.9062982713000451
007,1,20,3,lure,new,1,1.4436972464000064
007,1,21,7,lure,new,1,1.3665973934000135
007,1,22,7,target,old,1,1.0486979998000265
007,1,23,7,lure,new,1,0.7614985476000129
007,1,24,5,lure,new,1,1.2849975491000123
007,1,25,3,lure,new,1,1.4488972364000574
007,2,1,7,target,old,1,1.2699935808999996
007,2,2,3,target,old,1,0.9795950486999985
007,2,3,7,lure,new,1,3.3474830801000053
007,2,4,7,lure,new,1,1.518992322199992
007,2,5,5,target,old,1,1.4442926998000019
007,2,6,7,lure,new,1,0.6690966179999975
007,2,7,3,lure,new,1,0.872695589000017
007,2,8,5,target,old,1,1.3396932285000105
007,2,9,5,target,old,1,1.0977944512000022
007,2,10,3,target,old,1,1.717791317400014
007,2,11,5,lure,new,1,1.4383927297000128
007,2,12,3,target,old,1,0.9547951739999689
007,2,13,3,target,old,1,0.7990959610000345
007,2,14,3,target,old,1,0.7347962860000052
007,2,15,3,target,old,1,0.6200968658000079
007,2,16,5,target,old,1,0.935495271499974
007,2,17,5,lure,new,1,0.9412952421999989
007,2,18,3,lure,new,1,0.9201953488999948
007,2,19,7,target,old,1,1.5976919244999976
007,2,20,3,lure,new,1,0.9689951021999832
007,2,21,5,lure,new,1,1.95839010130004
007,2,22,7,target,old,1,1.284593507000011
007,2,23,5,lure,new,1,1.1998939351000217
007,2,24,7,lure,new,1,1.5377922272000433
007,2,25,7,target,old,1,1.1402942363999955
007,3,1,5,lure,new,1,1.9590953292000002
007,3,2,5,lure,new,1,1.0390975226000023
007,3,3,3,lure,new,1,1.788995734699995
007,3,4,7,target,new,0,2.7154935256999977
007,3,5,3,target,old,1,0.8320980161000051
007,3,6,7,lure,new,1,1.2082971192000116
007,3,7,7,lure,new,1,1.2465970278999805
007,3,8,3,target,old,1,1.1953971499000033
007,3,9,3,target,old,1,0.8002980920000198
007,3,10,7,target,old,1,0.7779981450999855
007,3,11,7,target,old,1,1.0294975455000213
007,3,12,5,lure,new,1,1.127697311400027
007,3,13,3,target,old,1,1.881595513900038
007,3,14,5,target,old,1,1.2603969950000078
007,3,15,3,lure,new,1,0.888197882399993
007,3,16,5,target,old,1,1.036997527599965
007,3,17,3,lure,new,1,1.1010973748000197
007,3,18,5,target,old,1,1.282196942999974
007,3,19,7,target,old,1,0.7678981692000093
007,3,20,7,target,old,1,1.7383958554000287
007,3,21,5,lure,new,1,0.7353982465999707
007,3,22,7,target,old,1,0.904797842799951
007,3,23,7,target,old,1,1.2619969911999078
007,3,24,5,target,old,1,0.8273980272999779
007,3,25,3,lure,new,1,1.022797561500056
007,4,1,5,lure,new,1,0.8377000000000017
007,4,2,5,lure,new,1,1.1387
007,4,3,3,target,old,1,1.6129999999999995
007,4,4,7,lure,new,1,1.8174999999999955
007,4,5,5,target,old,1,2.8722000000000065
007,4,6,5,target,old,1,1.0729000000000042
007,4,7,5,lure,new,1,1.0955000000000155
007,4,8,3,lure,new,1,0.9198999999999842
007,4,9,7,lure,new,1,1.0465999999999838
007,4,10,7,target,old,1,1.2789999999999964
007,4,11,3,target,old,1,1.012500000000017
007,4,12,7,target,old,1,0.9968999999999824
007,4,13,3,target,old,1,0.8453999999999837
007,4,14,7,lure,new,1,1.5020000000000095
007,4,15,5,target,old,1,1.1123000000000047
007,4,16,5,lure,new,1,0.7794000000000096
007,4,17,3,lure,new,1,0.612700000000018
007,4,18,5,target,old,1,0.7195999999999572
007,4,19,3,lure,new,1,0.6290000000000191
007,4,20,7,lure,new,1,2.102300000000014
007,4,21,7,lure,new,1,1.414699999999982
007,4,22,7,target,old,1,1.7072999999999752
007,4,23,3,lure,new,1,1.2749000000000024
007,4,24,3,lure,new,1,1.133899999999926
007,4,25,5,lure,new,1,0.7379999999999427
008,1,2,5,lure,new,1,0.9883983974999992
008,1,3,7,target,old,1,1.2248980142000079
008,1,4,3,lure,new,1,0.8458986285000094
008,1,5,7,lure,new,1,1.2227980175999846
008,1,6,7,lure,new,1,0.673998907299989
008,1,7,5,target,old,1,1.1073982046000026
008,1,8,3,target,old,1,0.8289986560000102
008,1,9,3,target,old,1,0.9318984891999946
008,1,10,5,target,old,1,0.7628987631999848
008,1,11,3,target,old,1,0.9829984062999984
008,1,12,3,lure,new,1,0.788098722299992
008,1,13,5,target,old,1,0.9843984039999896
008,1,14,3,target,old,1,0.8933985515000131
008,1,15,7,lure,new,1,0.9519984566000517
008,1,16,7,lure,new,1,0.6980988682000202
008,1,17,7,lure,new,1,0.7634987621999585
008,1,18,7,target,old,1,1.0486982997999803
008,1,19,3,target,old,1,0.9476984634999894
008,1,20,3,target,old,1,0.8269986591999441
008,1,21,5,target,old,1,1.199898054699986
008,1,22,5,target,old,1,0.9133985191999727
008,1,23,7,target,old,1,1.753697156800058
008,1,24,5,lure,new,1,0.9368984811000018
008,1,25,5,lure,new,1,0.6808988960999613
008,2,1,7,lure,new,1,1.1393026076000012
008,2,2,5,target,old,1,0.9416021552000018
008,2,3,7,target,old,1,0.7458017069999983
008,2,4,3,target,old,1,0.8202018772000059
008,2,5,5,lure,new,1,0.93550214119999
008,2,6,5,target,old,1,0.7206016492999936
008,2,7,3,target,old,1,0.6434014727000203
008,2,8,7,target,new,0,1.2275028094999811
008,2,9,5,lure,new,1,0.7686017592000098
008,2,10,3,lure,new,1,0.7432017010999914
008,2,11,5,target,old,1,0.922802112099987
008,2,12,3,lure,new,1,0.671601537200047
008,2,13,7,target,old,1,0.888102032699976
008,2,14,7,lure,new,1,0.6763015478999819
008,2,15,3,target,old,1,0.5921013551999863
008,2,16,7,lure,new,1,0.721901652300005
008,2,17,7,target,new,0,0.7271016642000063
008,2,18,3,target,old,1,0.5918013545999656
008,2,19,5,lure,new,1,0.6355014545999893
008,2,20,3,target,old,1,0.6599015104000046
008,2,21,5,lure,new,1,0.9908022677999497
008,2,22,3,target,old,1,0.893402044800041
008,2,23,7,lure,new,1,0.6332014493000315
008,2,24,5,target,old,1,0.5886013471999831
008,2,25,3,lure,new,1,0.602401378799982
008,3,1,3,lure,new,1,0.6118012835999984
008,3,2,3,lure,new,1,0.844301771400005
008,3,3,5,lure,new,1,0.7132014964000035
008,3,4,5,target,old,1,0.845901774799998
008,3,5,7,target,old,1,0.574601205499988
008,3,6,7,target,old,1,0.5129010761000075
008,3,7,5,lure,new,1,0.4720009902999891
008,3,8,5,lure,new,1,0.6863014399000065
008,3,9,7,target,new,0,0.744701562399996
008,3,10,5,lure,new,1,0.6347013315999845
008,3,11,5,target,old,1,0.44350093049999373
008,3,12,3,target,old,1,0.6178012962000139
008,3,13,7,target,old,1,0.5335011193000128
008,3,14,7,target,old,1,0.6253013118999888
008,3,15,3,lure,new,1,0.5439011410999797
008,3,16,3,lure,new,1,0.5417011364999667
008,3,17,5,target,old,1,0.68130142939998
008,3,18,3,target,old,1,0.586501230500005
008,3,19,7,target,old,1,0.7018014724999944
008,3,20,7,lure,new,1,0.6427013484999975
008,3,21,3,target,old,1,0.6737014134999981
008,3,22,3,target,old,1,0.5449011432000361
008,3,23,7,lure,new,1,0.7104014904999758
008,3,24,5,target,old,1,0.7885016543000347
008,3,25,7,target,new,0,0.8028016844000376
008,4,1,7,target,old,1,0.7549978398999997
008,4,2,5,target,old,1,0.6558981234000001
008,4,3,3,lure,new,1,0.7922977332000016
008,4,4,3,lure,old,0,0.862697531799995
008,4,5,3,target,old,1,0.6074982620000071
008,4,6,7,target,old,1,0.49909857209999586
008,4,7,3,lure,new,1,0.5650983831999952
008,4,8,7,lure,new,1,0.9805971945000067
008,4,9,5,lure,new,1,0.5852983254000037
008,4,10,7,target,new,0,0.5754983534999951
008,4,11,5,lure,new,1,0.6497981409000033
008,4,12,7,lure,new,1,0.8626975318000518
008,4,13,5,lure,new,1,0.5897983124999655
008,4,14,3,target,old,1,1.0091971126000203
008,4,15,5,target,old,1,0.6822980479000194
008,4,16,7,lure,new,1,0.7343978988999993
008,4,17,5,target,old,1,0.7596978264999734
008,4,18,3,lure,new,1,0.5641983858000117
008,4,19,7,lure,new,1,0.6041982714000369
008,4,20,3,lure,new,1,0.6004982819999896
008,4,21,7,lure,old,0,0.8433975869999699
008,4,22,5,lure,new,1,0.6398981692000234
008,4,23,5,target,old,1,0.74089788029994
008,4,24,3,target,old,1,0.5606983958000455
008,4,25,5,lure,new,1,0.7173979474999896
009,1,1,7,target,old,1,2.189697285200001
009,1,2,5,target,new,0,2.5930967852000038
009,1,3,7,target,old,1,1.422698236100004
009,1,4,7,target,old,1,1.1302985986999943
009,1,5,5,lure,new,1,2.263597193700008
009,1,6,3,lure,new,1,1.4422982118999812
009,1,7,5,target,old,1,1.1840985320000073
009,1,8,5,lure,new,1,2.3202971233000085
009,1,9,7,lure,new,1,1.4651981835000072
009,1,10,3,lure,new,1,1.1504985736000037
009,1,11,5,target,old,1,1.0342987176999827
009,1,12,5,target,old,1,1.2306984742000395
009,1,13,3,target,old,1,1.7473978336000187
009,1,14,3,target,old,1,0.8801989086999811
009,1,15,7,lure,new,1,1.5371980942999812
009,1,16,7,lure,new,1,1.1320985963999988
009,1,17,3,target,old,1,1.4541981971000268
009,1,18,7,lure,new,1,1.7605978171999936
009,1,19,3,target,old,1,1.7034978879999585
009,1,20,5,lure,new,1,1.8398977189000334
009,1,21,5,target,old,1,1.3740982964000068
009,1,22,7,lure,new,1,2.072097431100019
009,1,23,3,target,old,1,1.3319983485999956
009,1,24,5,target,new,0,1.4863981571999147
009,1,25,3,target,old,1,1.5319981006999797
009,2,1,3,target,old,1,1.1200974363
009,2,2,7,target,old,1,1.3418969287000024
009,2,3,3,target,old,1,0.9779977615000064
009,2,4,7,target,old,1,1.9075956337999997
009,2,5,7,lure,new,1,1.2959970336000026
009,2,6,5,target,old,1,1.2606971144999761
009,2,7,7,target,new,0,2.4888943033000146
009,2,8,5,lure,new,1,3.8575911705999886
009,2,9,3,target,old,1,1.104797471300003
009,2,10,7,lure,new,1,1.997795427400007
009,2,11,3,target,old,1,1.5059965529999886
009,2,12,5,target,old,1,1.128497417099993
009,2,13,3,target,old,1,0.8628980249999927
009,2,14,5,target,old,1,1.129497414799971
009,2,15,5,target,old,1,0.740498305199992
009,2,16,7,target,old,1,1.9258955919999607
009,2,17,3,lure,new,1,2.1735950249999973
009,2,18,7,lure,new,1,1.6229962853000188
009,2,19,7,lure,new,1,2.3944945193999843
009,2,20,5,lure,new,1,1.436496712099995
009,2,21,3,lure,new,1,1.1998972536000565
009,2,22,3,target,old,1,1.2327971783000748
009,2,23,5,lure,new,1,1.2844970599999215
009,2,24,3,lure,new,1,1.9738954820999197
009,2,25,5,lure,new,1,1.1999972534000563
009,3,1,5,target,old,1,1.223600233300001
009,3,2,3,target,old,1,2.4398004654000047
009,3,3,7,target,old,1,1.2722002425999932
009,3,4,7,target,old,1,1.5440002945000089
009,3,5,5,target,old,1,1.0400001983999942
009,3,6,7,lure,new,1,1.0651002031000019
009,3,7,7,lure,new,1,1.2519002388000047
009,3,8,3,target,old,1,1.2320002350000152
009,3,9,5,lure,new,1,2.3229004430999964
009,3,10,3,target,old,1,1.1282002151999961
009,3,11,7,target,old,1,2.504000477600016
009,3,12,3,lure,new,1,0.8843001685999639
009,3,13,5,lure,new,1,0.8683001657000204
009,3,14,5,target,old,1,1.4626002789999575
009,3,15,7,target,old,1,1.0226001949999954
009,3,16,3,lure,new,1,2.1723004142999685
009,3,17,5,lure,new,1,1.9799003776000177
009,3,18,3,lure,new,1,2.233400426000003
009,3,19,5,lure,new,1,1.3895002651000254
009,3,20,7,target,old,1,1.1726002236
009,3,21,3,target,old,1,1.16840022279996
009,3,22,7,target,old,1,1.3915002653999409
009,3,23,7,target,old,1,1.4122002693000013
009,3,24,5,target,old,1,1.3482002570999612
009,3,25,3,lure,new,1,1.389400265000063
009,4,1,7,target,old,1,1.4567977771000002
009,4,2,3,target,old,1,1.9009970992999996
009,4,3,3,lure,new,1,1.319797986199987
009,4,4,7,lure,new,1,1.17029821429999
009,4,5,5,target,old,1,2.3344964379000146
009,4,6,5,target,old,1,1.0612983805999932
009,4,7,3,lure,new,1,1.5787975908999954
009,4,8,3,target,old,1,2.3239964539000084
009,4,9,7,lure,new,1,1.3018980134999936
009,4,10,5,target,old,1,1.4408978014000127
009,4,11,5,lure,new,1,0.9699985198999457
009,4,12,5,lure,new,1,1.427997821100007
009,4,13,3,target,old,1,0.936998570299977
009,4,14,7,target,old,1,2.063696851100019
009,4,15,7,lure,new,1,3.092795280799976
009,4,16,7,target,old,1,1.213398148500005
009,4,17,7,lure,new,1,2.57409607219995
009,4,18,5,target,old,1,2.070396840800015
009,4,19,7,lure,new,1,1.3157979921999754
009,4,20,5,lure,new,1,1.0914983344999882
009,4,21,5,lure,new,1,2.4875962042999618
009,4,22,3,lure,new,1,1.0961983273000442
009,4,23,5,lure,new,1,2.990795436399935
009,4,24,3,lure,new,1,1.7471973340000204
009,4,25,3,lure,new,1,1.1395982610999909
010,1,1,5,lure,new,1,1.1173961637000005
010,1,2,7,lure,new,1,0.8518970752000001
010,1,3,3,target,old,1,2.433591644899991
010,1,4,7,lure,new,1,1.218195817700007
010,1,5,3,target,old,1,1.0627963511999923
010,1,6,3,target,old,1,1.5646946279999838
010,1,7,3,target,old,1,0.8998969105000185
010,1,8,5,target,old,1,1.440495054400003
010,1,9,5,target,old,1,1.0812962876000256
010,1,10,5,target,old,1,0.8197971854999935
010,1,11,5,lure,new,1,1.0726963171999842
010,1,12,5,target,old,1,1.4093951611999955
010,1,13,5,target,old,1,1.0784962972999779
010,1,14,3,lure,new,1,1.160096017199976
010,1,15,3,target,old,1,1.4161951378999902
010,1,16,7,target,old,1,1.2733956280999905
010,1,17,7,target,old,1,0.9641966897000316
010,1,18,7,lure,new,1,0.9714966645999539
010,1,19,7,lure,new,1,0.8321971428999859
010,1,20,3,target,old,1,0.7266975049999473
010,1,21,7,lure,new,1,1.0220964909000259
010,1,22,7,target,new,0,2.194092467100063
010,1,23,5,target,old,1,1.0026965575000304
010,1,24,3,lure,new,1,1.1334961084999122
010,1,25,5,lure,new,1,0.9331967960999918
010,2,1,7,target,old,1,1.3130962432000004
010,2,2,5,lure,new,1,0.9165973775999987
010,2,3,3,target,old,1,0.841397592800007
010,2,4,5,target,old,1,0.7692977990000003
010,2,5,3,lure,new,1,0.8373976042000066
010,2,6,5,lure,new,1,0.9420973046999848
010,2,7,7,lure,old,0,1.059096969899997
010,2,8,7,lure,new,1,0.9421973042999809
010,2,9,5,target,old,1,1.0512969922000082
010,2,10,7,target,old,1,1.0904968801000052
010,2,11,3,lure,new,1,0.8871974616999978
010,2,12,5,lure,new,1,0.9432973012000048
010,2,13,7,target,old,1,1.262196388800021
010,2,14,3,lure,new,1,0.8401975962000279
010,2,15,7,lure,old,0,1.1415967339000304
010,2,16,5,target,old,1,0.7354978957000071
010,2,17,3,target,old,1,0.8062976932000083
010,2,18,7,target,old,1,1.061196963899988
010,2,19,3,target,old,1,0.91739737529997
010,2,20,5,lure,new,1,1.2955962932999796
010,2,21,3,target,old,1,0.7068979775000344
010,2,22,3,target,old,1,0.6353981820999479
010,2,23,5,target,old,1,1.259496396500026
010,2,24,3,target,old,1,0.748897857299994
010,2,25,7,lure,new,1,1.1054968370999632
010,3,1,7,target,old,1,0.8552955954000012
010,3,2,5,lure,new,1,1.0233947295999997
010,3,3,3,target,old,1,0.6761965177000064
010,3,4,3,lure,new,1,1.6486915093999954
010,3,5,7,target,old,1,0.9136952946000036
010,3,6,3,lure,new,1,0.7066963606000058
010,3,7,7,target,old,1,0.7777959944999964
010,3,8,7,target,old,1,0.5975969225000028
010,3,9,5,target,old,1,0.7453961612999933
010,3,10,5,lure,new,1,1.4311926295000035
010,3,11,5,target,old,1,0.8380956838999793
010,3,12,3,target,old,1,1.1923938593999992
010,3,13,5,target,old,1,0.7803959810000265
010,3,14,5,lure,old,0,0.9843949305000024
010,3,15,7,target,old,1,1.1446941050000419
010,3,16,5,lure,new,1,1.0077948100000071
010,3,17,5,target,old,1,0.9028953501999695
010,3,18,3,target,old,1,0.6827964837000309
010,3,19,3,lure,new,1,0.8043958575000261
010,3,20,3,lure,new,1,1.021694738400015
010,3,21,7,lure,new,1,1.0155947698000318
010,3,22,7,target,old,1,0.7337962209999205
010,3,23,7,lure,new,1,1.0698944901999994
010,3,24,7,target,new,0,1.24979356380004
010,3,25,3,target,old,1,1.069094494299975
010,4,1,7,lure,new,1,1.052695181099999
010,4,2,7,target,old,1,1.628392545799997
010,4,3,7,target,old,1,0.9278957524000049
010,4,4,5,lure,new,1,1.4104935432999923
010,4,5,3,target,old,1,0.7145967289000055
010,4,6,3,lure,new,1,0.7745964542000081
010,4,7,3,lure,new,1,0.9597956064000073
010,4,8,7,lure,new,1,1.149694737099992
010,4,9,5,target,old,1,0.7555965411999921
010,4,10,7,lure,new,1,2.0133907832999967
010,4,11,3,lure,new,1,0.7367966271999649
010,4,12,5,lure,new,1,1.072395090900045
010,4,13,5,target,old,1,1.3541938008999637
010,4,14,5,lure,new,1,0.9026958678000483
010,4,15,5,lure,new,1,0.8820959620999815
010,4,16,7,target,old,1,1.1184948800000143
010,4,17,5,target,old,1,0.8110962871000424
010,4,18,3,lure,new,1,0.795196359800002
010,4,19,7,lure,new,1,0.9816955060999817
010,4,20,5,lure,new,1,0.7900963831999661
010,4,21,7,lure,new,1,1.2349943466999775
010,4,22,5,target,old,1,1.199994506899941
010,4,23,3,target,old,1,0.7089967545000491
010,4,24,3,target,old,1,0.9054958548999821
010,4,25,3,lure,new,1,0.9453956722999237
011,1,1,5,lure,new,1,1.9618014967000015
011,1,2,3,target,old,1,1.853401414000004
011,1,3,5,target,old,1,1.4476011044000074
011,1,4,7,target,old,1,1.2530009559000064
011,1,5,5,target,old,1,1.0471007988000167
011,1,6,5,target,old,1,0.7587005787999885
011,1,7,3,target,old,1,1.0833008264999933
011,1,8,5,target,old,1,0.5139003920000107
011,1,9,5,lure,new,1,1.1634008876000053
011,1,10,3,lure,new,1,0.9724007419000031
011,1,11,7,lure,new,1,1.4574011118999692
011,1,12,7,lure,new,1,2.977502271600031
011,1,13,3,target,old,1,1.746401332400012
011,1,14,7,lure,new,1,1.307900997899992
011,1,15,7,lure,new,1,1.8867014394999728
011,1,16,5,target,old,1,1.3116010007000227
011,1,17,7,target,old,1,1.1751008966000427
011,1,18,3,target,old,1,1.511601153200047
011,1,19,5,lure,new,1,1.0408007940999369
011,1,20,3,lure,new,1,1.0430007957999123
011,1,21,5,target,old,1,1.0637008116000288
011,1,22,3,target,old,1,1.122600856399913
011,1,23,7,lure,new,1,2.538401936600053
011,1,24,3,target,old,1,2.242001710499949
011,1,25,7,target,old,1,2.337401783300038
011,2,1,5,lure,new,1,1.2232009331999976
011,2,2,5,lure,new,1,1.303100994199994
011,2,3,5,target,old,1,1.1743008959000036
011,2,4,3,lure,new,1,0.8867006764999985
011,2,5,7,lure,new,1,1.3283010133999937
011,2,6,5,lure,new,1,2.0244015444999945
011,2,7,3,target,old,1,1.2032009179999932
011,2,8,7,target,old,1,1.7955013698999664
011,2,9,5,target,old,1,0.9883007539999653
011,2,10,3,target,old,1,1.513501154700009
011,2,11,3,target,old,1,1.1539008803999877
011,2,12,5,target,old,1,1.1896009075999814
011,2,13,7,target,old,1,1.9844015140000124
011,2,14,3,target,old,1,0.8347006367999938
011,2,15,3,lure,new,1,1.2862009812999986
011,2,16,3,lure,new,1,1.3170010047999767
011,2,17,5,target,old,1,1.1425008717000082
011,2,18,7,target,old,1,0.9942007585000283
011,2,19,7,lure,new,1,1.6309012443000483
011,2,20,7,target,old,1,1.012800772700075
011,2,21,5,lure,new,1,0.947000722499979
011,2,22,3,target,old,1,4.056803095100008
011,2,23,7,lure,new,1,0.977400745700038
011,2,24,7,lure,old,0,1.7225013140999863
011,2,25,3,target,old,1,1.0660008132999792
011,3,1,7,target,old,1,0.9354969665999988
011,3,2,3,lure,new,1,2.805490903100008
011,3,3,3,target,old,1,1.067996537100015
